-0.8368, 0.0345, 0.0785
-0.7841, 0.0326, 0.0639
-0.7296, 0.0312, 0.0477
-0.6757, 0.0303, 0.0305
-0.6227, 0.0296, 0.0119
-0.5698, 0.0292, -0.0092
-0.5102, 0.0288, -0.0408
-0.4468, 0.0284, -0.0845
-0.3703, 0.0283, -0.1617
-0.2835, 0.0285, -0.3038
-0.2261, 0.0322, -0.4433
-0.1747, 0.0316, -0.6388
-0.1016, 0.0280, -2.9585
-0.0285, 0.0243, -5.2782
0.0502, 0.0221, 3.4429
0.3440, 0.0123, 0.8289
0.2481, 0.0168, 0.9425
0.1924, 0.0190, 1.0403
0.1953, 0.0202, 0.9789
0.2381, 0.0203, 0.8341
0.3094, 0.0192, 0.7027
0.3621, 0.0191, 0.6321
0.4136, 0.0192, 0.5799
0.4650, 0.0194, 0.5392
0.5165, 0.0195, 0.5067
0.5679, 0.0197, 0.4800
0.6194, 0.0199, 0.4577
0.6709, 0.0201, 0.4388
0.7222, 0.0204, 0.4225
0.7734, 0.0206, 0.4084
0.8245, 0.0209, 0.3960
0.8752, 0.0212, 0.3850
0.9257, 0.0215, 0.3756
0.9762, 0.0218, 0.3662
1.0262, 0.0221, 0.3582
1.0758, 0.0225, 0.3508
1.1245, 0.0230, 0.3440
1.1735, 0.0234, 0.3377
1.2219, 0.0238, 0.3318
1.2698, 0.0243, 0.3263
1.3165, 0.0249, 0.3212
1.3617, 0.0256, 0.3162
1.4079, 0.0262, 0.3116
1.4539, 0.0267, 0.3072
1.4989, 0.0273, 0.3031
1.5428, 0.0280, 0.2990
1.5848, 0.0288, 0.2951
1.6232, 0.0299, 0.2912
1.6639, 0.0308, 0.2876
1.7036, 0.0317, 0.2840
1.7394, 0.0329, 0.2804
1.7769, 0.0339, 0.2770
1.8140, 0.0350, 0.2738
1.8490, 0.0362, 0.2705
1.8808, 0.0377, 0.2673
1.9068, 0.0397, 0.2640
1.9387, 0.0412, 0.2610
1.9693, 0.0428, 0.2581
1.9946, 0.0448, 0.2551
2.0155, 0.0471, 0.2520
2.0300, 0.0501, 0.2491
2.0367, 0.0541, 0.2463
2.0339, 0.0593, 0.2438
2.0328, 0.0648, 0.2418
2.0366, 0.0699, 0.2400
2.0334, 0.0762, 0.2387
2.0169, 0.0844, 0.2382
1.9840, 0.0953, 0.2388
1.9261, 0.1103, 0.2413
1.8553, 0.1275, 0.2456
1.8191, 0.1393, 0.2483
1.7760, 0.1524, 0.2521
1.7352, 0.1651, 0.2563
1.6878, 0.1792, 0.2618
1.6645, 0.1891, 0.2652
1.6411, 0.1990, 0.2686
1.6086, 0.2106, 0.2738
1.5972, 0.2178, 0.2762
1.5831, 0.2254, 0.2793
1.5690, 0.2329, 0.2824
1.5435, 0.2429, 0.2877
1.5467, 0.2473, 0.2881
1.5205, 0.2579, 0.2939
