-0.0098, 0.0731, -17.4181
0.0637, 0.0734, 3.0429
0.1477, 0.0722, 2.6909
0.2318, 0.0709, 2.3390
0.3158, 0.0696, 1.9870
0.3999, 0.0684, 1.6351
0.4839, 0.0671, 1.2831
0.5680, 0.0658, 0.9312
0.6520, 0.0646, 0.5792
0.7042, 0.0651, 0.5551
0.7564, 0.0657, 0.5309
0.8094, 0.0662, 0.5109
0.8626, 0.0668, 0.4934
0.9147, 0.0673, 0.4778
0.9658, 0.0678, 0.4638
1.0169, 0.0683, 0.4512
1.0675, 0.0688, 0.4398
1.1179, 0.0693, 0.4293
1.1674, 0.0698, 0.4197
1.2162, 0.0703, 0.4108
1.2643, 0.0707, 0.4025
1.3112, 0.0711, 0.3948
1.3582, 0.0715, 0.3875
1.4033, 0.0719, 0.3806
1.4483, 0.0723, 0.3741
1.4924, 0.0728, 0.3680
1.5350, 0.0732, 0.3621
1.5783, 0.0737, 0.3565
1.6203, 0.0742, 0.3512
1.6598, 0.0747, 0.3460
1.6991, 0.0753, 0.3410
1.7386, 0.0761, 0.3363
1.7755, 0.0765, 0.3315
1.8122, 0.0771, 0.3270
1.8483, 0.0778, 0.3226
1.8847, 0.0788, 0.3184
1.9145, 0.0798, 0.3141
1.9401, 0.0811, 0.3098
1.9671, 0.0822, 0.3057
1.9920, 0.0837, 0.3016
2.0191, 0.0850, 0.2977
2.0476, 0.0865, 0.2940
2.0718, 0.0881, 0.2903
2.0861, 0.0904, 0.2864
2.1002, 0.0926, 0.2827
2.1053, 0.0958, 0.2790
2.1150, 0.0984, 0.2756
2.1263, 0.1010, 0.2723
2.1423, 0.1032, 0.2691
2.1528, 0.1062, 0.2661
2.1620, 0.1094, 0.2634
2.1626, 0.1136, 0.2609
2.1551, 0.1183, 0.2586
2.1364, 0.1243, 0.2570
2.1271, 0.1292, 0.2554
2.1223, 0.1336, 0.2539
2.1124, 0.1386, 0.2528
2.0964, 0.1443, 0.2523
2.0684, 0.1517, 0.2528
2.0308, 0.1603, 0.2543
1.9861, 0.1693, 0.2570
1.9636, 0.1755, 0.2581
1.9385, 0.1822, 0.2596
1.9155, 0.1889, 0.2612
1.8803, 0.1975, 0.2644
1.8435, 0.2067, 0.2681
1.8153, 0.2147, 0.2711
1.8016, 0.2203, 0.2723
1.7702, 0.2292, 0.2763
1.7567, 0.2347, 0.2776
1.7304, 0.2428, 0.2810
1.7228, 0.2472, 0.2815
1.6930, 0.2563, 0.2860
1.6900, 0.2597, 0.2857
1.6795, 0.2648, 0.2868
1.6575, 0.2725, 0.2902
1.6562, 0.2756, 0.2896
1.6516, 0.2795, 0.2897
1.6272, 0.2883, 0.2940
1.6075, 0.2925, 0.2902
1.5762, 0.3056, 0.2896
1.5516, 0.3095, 0.2897
1.5272, 0.3183, 0.2940
